Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(m),Distance(m),Duration(s),Track(deg),Elevation(m),Area Count,Time,Y Offset(m),Pass Num,Speed(km/h),Hex Shaft Er(%),Good Ride(%),DF Gauge W(N),DF Margin(N),Good Contact(%),Tgt Rate(ksds/ha),Soil OM(%),Soil Mois(%),Furr Qual(%),Clean Furr(%),Soil Temp(°C),Singulation(%),Skips(%),Doubles(%),Proper Spacing(%),Spac Vartn(%),Yield Loss(L/ha),Rt Apd Ct(ksds/ha),SeedFlow(ksds/s),Active Rows((1)),Seed Space(cm),Prod(ha/h),Date,Sing Qual,Rate Qual
142.1269628,-36.74470984,V51,field_map_2022_04_01_000,Timok,6670,24.38,2.178,1,65,129.7,On,1/04/2022,0,7,7.792,0,100,0,0,100,5571,2.245,33.42,96.95,84.88,25.29,91.2,8.8,0.1,100,31,0,628.87,0.063,64,4.174,19.12,1/04/2022,Skip,Under Target
142.1269852,-36.74470134,V51,field_map_2022_04_01_000,Timok,6671,24.38,2.207,1,65,129.7,On,1/04/2022,0,7,7.916,0,100,0,0,100,5687.5,2.225,33.15,97.08,87.8,25.46,90.9,9.1,0.1,100,30.5,0,614.65,0.061,64,4.27,19.37,1/04/2022,Skip,Under Target
142.1270086,-36.74469474,V51,field_map_2022_04_01_000,Timok,6672,24.38,2.191,1,64,129.8,On,1/04/2022,0,7,7.915,0,100,0,0,100,5844.3,2.18,34.02,97.28,89.95,25.14,91.4,8.6,0.1,100,30.8,0,611.94,0.061,64,4.289,19.23,1/04/2022,Skip,Under Target
142.1270297,-36.74468434,V51,field_map_2022_04_01_000,Timok,6673,24.38,2.199,1,65,129.8,On,1/04/2022,0,7,7.92,0,100,0,0,100,5973.7,2.195,34.08,96.42,86,25.03,91.5,8.5,0.1,100,30.8,0,604.99,0.06,64,4.338,19.3,1/04/2022,Skip,Under Target
142.1270532,-36.74467784,V51,field_map_2022_04_01_000,Timok,6674,24.38,2.194,1,64,129.8,On,1/04/2022,0,7,7.926,0,100,0,0,100,5983.8,2.265,33,95.7,87.45,24.78,90.1,9.9,0.1,100,30.1,0,590.94,0.059,64,4.442,19.26,1/04/2022,Skip,Under Target
142.1270742,-36.74466744,V51,field_map_2022_04_01_000,Timok,6675,24.38,2.191,1,65,129.9,On,1/04/2022,0,7,7.913,0,100,0,0,100,5881.9,2.32,33.2,96.03,83.83,24.57,91.4,8.6,0.1,100,30.8,0,586.47,0.059,64,4.475,19.23,1/04/2022,Skip,Under Target
142.1270965,-36.74465904,V51,field_map_2022_04_01_000,Timok,6676,24.38,2.194,1,65,129.9,On,1/04/2022,0,7,7.91,0,100,0,0,100,5764.2,2.4,33.58,95.8,84,24.25,89.6,10.4,0.1,100,30.7,0,598.22,0.06,64,4.387,19.26,1/04/2022,Skip,Under Target
142.1271188,-36.74465054,V51,field_map_2022_04_01_000,Timok,6677,24.38,2.199,1,65,129.9,On,1/04/2022,0,7,7.903,0,100,0,0,100,5676.2,2.45,33.33,94.95,85.95,24.17,90.8,9.2,0.1,100,30.8,0,589.88,0.059,64,4.45,19.3,1/04/2022,Skip,Under Target
142.127141,-36.74464204,V51,field_map_2022_04_01_000,Timok,6678,24.38,2.191,1,65,129.9,On,1/04/2022,0,7,7.913,0,100,0,0,100,5630.1,2.435,32.92,95.9,86.3,24.42,91,9,0.1,100,30.6,0,581.96,0.058,64,4.51,19.23,1/04/2022,Skip,Under Target
142.1271633,-36.74463364,V51,field_map_2022_04_01_000,Timok,6679,24.38,2.194,1,65,129.9,On,1/04/2022,0,7,7.923,0,100,0,0,100,5577.8,2.38,32.65,93.53,84.67,24.61,90.9,9.1,0.1,100,30.6,0,580.86,0.058,64,4.519,19.26,1/04/2022,Skip,Under Target
142.1271867,-36.74462704,V51,field_map_2022_04_01_000,Timok,6680,24.38,2.191,1,64,130,On,1/04/2022,0,7,7.921,0,100,0,0,100,5496.3,2.285,30.93,93.7,86.95,24.58,90.7,9.3,0.1,100,30.8,0,585.18,0.059,64,4.485,19.23,1/04/2022,Skip,Under Target
142.1272078,-36.74461664,V51,field_map_2022_04_01_000,Timok,6681,24.38,2.199,1,65,130,On,1/04/2022,0,7,7.921,0,100,0,0,100,5439.3,2.22,31.15,93.88,86.47,24.47,90.8,9.2,0.1,100,30.8,0,582.68,0.058,64,4.505,19.3,1/04/2022,Skip,Under Target
142.1272302,-36.74460824,V51,field_map_2022_04_01_000,Timok,6682,24.38,2.202,1,65,130,On,1/04/2022,0,7,7.92,0,100,0,0,100,5406.8,2.29,31.13,94.22,83.33,24.72,90.6,9.4,0.1,100,30.6,0,572.35,0.057,64,4.586,19.33,1/04/2022,Skip,Under Target
142.1272536,-36.74460174,V51,field_map_2022_04_01_000,Timok,6683,24.38,2.186,1,64,130.1,On,1/04/2022,0,7,7.908,0,100,0,0,100,5452.7,2.345,29.1,93.53,86.92,24.71,90.4,9.6,0.1,100,30.8,0,573.89,0.057,64,4.573,19.19,1/04/2022,Skip,Under Target
142.1272747,-36.74459144,V51,field_map_2022_04_01_000,Timok,6684,24.38,2.194,1,65,130.1,On,1/04/2022,0,7,7.912,0,100,0,0,100,5473.1,2.375,29.68,94.1,88.2,24.88,91.6,8.4,0.1,100,30.3,0,564.77,0.056,64,4.647,19.26,1/04/2022,Skip,Under Target
142.1272981,-36.74458474,V51,field_map_2022_04_01_000,Timok,6685,24.38,2.196,1,64,130.2,On,1/04/2022,0,7,7.894,0,100,0,0,100,5465.5,2.44,30.3,95.38,88.47,24.83,90,10,0.1,100,30.8,0,572.98,0.057,64,4.581,19.27,1/04/2022,Skip,Under Target
142.127319,-36.74457444,V51,field_map_2022_04_01_000,Timok,6686,24.38,2.178,1,65,130.2,On,1/04/2022,0,7,7.91,0,100,0,0,100,5439.7,2.47,31.35,93.78,85.75,24.92,91.1,8.9,0.1,100,30.8,0,574.26,0.057,64,4.571,19.12,1/04/2022,Skip,Under Target
142.1273413,-36.74456594,V51,field_map_2022_04_01_000,Timok,6687,24.38,2.199,1,65,130.3,On,1/04/2022,0,7,7.903,0,100,0,0,100,5413.4,2.525,32.88,95.15,85.55,24.74,91.1,8.9,0.1,100,30.8,0,576.53,0.058,64,4.553,19.3,1/04/2022,Skip,Under Target
142.1273635,-36.74455754,V51,field_map_2022_04_01_000,Timok,6688,24.38,2.186,1,65,130.3,On,1/04/2022,0,7,7.915,0,100,0,0,100,5407.4,2.57,32.92,94.6,85.63,25.35,90.3,9.7,0.1,100,30.6,0,574.88,0.057,64,4.566,19.19,1/04/2022,Skip,Under Target
142.1273869,-36.74455094,V51,field_map_2022_04_01_000,Timok,6689,24.38,2.191,1,64,130.4,On,1/04/2022,0,7,7.907,0,100,0,0,100,5574.9,2.5,31.8,96.88,86.03,25.19,90.2,9.8,0.1,100,30.6,0,581.27,0.058,64,4.515,19.23,1/04/2022,Skip,Under Target
142.1274078,-36.74454054,V51,field_map_2022_04_01_000,Timok,6690,24.38,2.183,1,65,130.4,On,1/04/2022,0,7,7.895,0,100,0,0,100,5653,2.515,32.67,95.97,88.45,24.69,90.4,9.6,0.1,100,30.1,0,577.06,0.058,64,4.548,19.16,1/04/2022,Skip,Under Target
142.1274313,-36.74453394,V51,field_map_2022_04_01_000,Timok,6691,24.38,2.199,1,64,130.5,On,1/04/2022,0,7,7.889,0,100,0,0,100,5736.6,2.535,33.55,96.35,87.33,25.35,90.6,9.4,0.1,100,30.1,0,576.18,0.058,64,4.555,19.3,1/04/2022,Skip,Under Target
142.1274534,-36.74452544,V51,field_map_2022_04_01_000,Timok,6692,24.38,2.183,1,64,130.6,On,1/04/2022,0,7,7.873,0,100,0,0,100,5800.2,2.58,32.42,96.38,84.85,25.71,91.4,8.6,0.1,100,30.8,0,590.89,0.059,64,4.442,19.16,1/04/2022,Skip,Under Target
142.1274744,-36.74451514,V51,field_map_2022_04_01_000,Timok,6693,24.38,2.186,1,65,130.6,On,1/04/2022,0,7,7.879,0,100,0,0,100,5898.4,2.605,32.75,96.05,88.22,25.69,89.4,10.6,0.1,100,30.7,0,597.24,0.06,64,4.395,19.19,1/04/2022,Skip,Under Target
142.1274964,-36.74450674,V51,field_map_2022_04_01_000,Timok,6694,24.38,2.17,1,65,130.7,On,1/04/2022,0,7,7.876,0,100,0,0,100,6044.4,2.63,31.43,95.78,88.65,26.29,89.4,10.6,0.1,100,30.5,0,585.82,0.059,64,4.48,19.05,1/04/2022,Skip,Under Target
142.1275186,-36.74449834,V51,field_map_2022_04_01_000,Timok,6695,24.38,2.186,1,65,130.8,On,1/04/2022,0,7,7.883,0,100,0,0,100,5977.3,2.625,31.27,96.4,87,26.44,90.6,9.4,0.1,100,30.6,0,580.09,0.058,64,4.525,19.19,1/04/2022,Skip,Under Target
142.1275407,-36.74448994,V51,field_map_2022_04_01_000,Timok,6696,24.38,2.178,1,65,130.9,On,1/04/2022,0,7,7.865,0,100,0,0,100,5838.2,2.69,32.45,97.42,85.58,25.96,91.8,8.2,0.1,100,30.3,0,578.85,0.058,64,4.534,19.12,1/04/2022,Skip,Under Target
142.1275632,-36.74448134,V51,field_map_2022_04_01_000,Timok,6697,24.38,2.22,1,65,131,On,1/04/2022,0,7,7.892,0,100,0,0,100,5656.2,2.78,32.7,97,88.1,25.79,90.6,9.4,0.1,100,30.6,0,579.32,0.058,64,4.531,19.48,1/04/2022,Skip,Under Target
142.1275858,-36.74447274,V51,field_map_2022_04_01_000,Timok,6698,24.38,2.228,1,65,131.1,On,1/04/2022,0,7,7.942,0,100,0,0,100,5538.7,2.8,33.5,95.28,87.35,25.68,90.2,9.8,0.1,100,30.6,0,579.43,0.058,64,4.53,19.56,1/04/2022,Skip,Under Target
142.1276085,-36.74446414,V51,field_map_2022_04_01_000,Timok,6699,24.38,2.236,1,65,131.1,On,1/04/2022,0,7,8.008,0,100,0,0,100,5570.2,2.83,34.25,95.42,84.85,25.9,90.3,9.7,0.1,100,30.4,0,578.28,0.058,64,4.539,19.63,1/04/2022,Skip,Under Target
142.1276311,-36.74445554,V51,field_map_2022_04_01_000,Timok,6700,24.38,2.228,1,65,131.2,On,1/04/2022,0,7,8.044,0,100,0,0,100,5590.6,2.835,34.85,95.08,86.85,26.14,90.3,9.7,0.1,100,30.8,0,585.96,0.059,64,4.479,19.56,1/04/2022,Skip,Under Target
142.1276536,-36.74444704,V51,field_map_2022_04_01_000,Timok,6701,24.38,2.215,1,65,131.3,On,1/04/2022,0,7,8.045,0,100,0,0,100,5602,2.9,33.92,95.08,88.65,25.9,91.2,8.8,0.1,100,30.8,0,586.62,0.059,64,4.474,19.44,1/04/2022,Skip,Under Target
142.1276756,-36.74443864,V51,field_map_2022_04_01_000,Timok,6702,24.38,2.17,1,65,131.3,On,1/04/2022,0,7,7.981,0,100,0,0,100,5694.2,2.975,34.63,95.65,88.85,26.28,90.4,9.6,0.1,100,30.6,0,580.55,0.058,64,4.521,19.05,1/04/2022,Skip,Under Target
142.1276977,-36.74443024,V51,field_map_2022_04_01_000,Timok,6703,24.38,2.178,1,65,131.4,On,1/04/2022,0,7,7.907,0,100,0,0,100,5937.8,2.985,34.9,95.42,88.47,26.17,90.4,9.6,0.1,100,30.4,0,579.94,0.058,64,4.526,19.12,1/04/2022,Skip,Under Target
142.1277209,-36.74442374,V51,field_map_2022_04_01_000,Timok,6704,24.38,2.17,1,64,131.5,On,1/04/2022,0,7,7.833,0,100,0,0,100,6013.3,3.005,35.2,95.25,87.8,26.15,90.7,9.3,0.1,100,30.1,0,576.13,0.058,64,4.556,19.05,1/04/2022,Skip,Under Target
142.1277417,-36.74441334,V51,field_map_2022_04_01_000,Timok,6705,24.38,2.175,1,65,131.5,On,1/04/2022,0,7,7.826,0,100,0,0,100,5963.6,3.015,34.95,94.42,89.17,25.85,90.6,9.4,0.1,100,30.3,0,583.31,0.058,64,4.5,19.09,1/04/2022,Skip,Under Target
142.1277637,-36.74440514,V51,field_map_2022_04_01_000,Timok,6706,24.38,2.16,1,65,131.6,On,1/04/2022,0,7,7.828,0,100,0,0,100,5791.3,3.04,35.38,94.75,87.22,26.04,90.7,9.3,0.1,100,30.3,0,582.23,0.058,64,4.508,18.97,1/04/2022,Skip,Under Target
142.1277858,-36.74439664,V51,field_map_2022_04_01_000,Timok,6707,24.38,2.183,1,65,131.7,On,1/04/2022,0,7,7.839,0,100,0,0,100,5676.7,3.11,35.7,93.95,86.45,26.01,91.3,8.7,0.1,100,31,0,592.75,0.059,64,4.428,19.16,1/04/2022,Skip,Under Target
142.1278077,-36.74438824,V51,field_map_2022_04_01_000,Timok,6708,24.38,2.162,1,65,131.7,On,1/04/2022,0,7,7.838,0,100,0,0,100,5535.4,3.13,34.65,95.5,87.2,26.21,90.3,9.7,0.1,100,30.8,0,585.53,0.059,64,4.483,18.98,1/04/2022,Skip,Under Target
142.1278298,-36.74438004,V51,field_map_2022_04_01_000,Timok,6709,24.38,2.169,1,65,131.8,On,1/04/2022,0,7,7.823,0,100,0,0,100,5435.3,3.095,34.75,94.58,86.13,26.35,90.5,9.5,0.1,100,30.6,0,579.38,0.058,64,4.53,19.04,1/04/2022,Skip,Under Target
142.1278518,-36.74437174,V51,field_map_2022_04_01_000,Timok,6710,24.38,2.165,1,65,131.9,On,1/04/2022,0,7,7.82,0,100,0,0,100,5372.4,3.045,34.52,95.5,88.35,26,90.4,9.6,0.1,100,30.6,0,583.46,0.058,64,4.498,19.01,1/04/2022,Skip,Under Target
142.1278738,-36.74436334,V51,field_map_2022_04_01_000,Timok,6711,24.38,2.17,1,65,131.9,On,1/04/2022,0,7,7.813,0,100,0,0,100,5457.9,3.015,34.58,93.92,89.1,25.93,90.1,9.9,0.1,100,30.6,0,584.78,0.058,64,4.488,19.05,1/04/2022,Skip,Under Target
142.1278959,-36.74435504,V51,field_map_2022_04_01_000,Timok,6712,24.38,2.173,1,65,132,On,1/04/2022,0,7,7.815,0,100,0,0,100,5655.1,3.04,35.98,95.2,88.88,26.13,91.1,8.9,0.1,100,30.8,0,591.81,0.059,64,4.435,19.08,1/04/2022,Skip,Under Target
142.127919,-36.74434844,V51,field_map_2022_04_01_000,Timok,6713,24.38,2.167,1,64,132.1,On,1/04/2022,0,7,7.82,0,100,0,0,100,5820.6,3.03,36.02,96.67,86.15,26.24,90.6,9.4,0.1,100,30.6,0,588.48,0.059,64,4.46,19.02,1/04/2022,Skip,Under Target
142.127941,-36.74434004,V51,field_map_2022_04_01_000,Timok,6714,24.38,2.17,1,64,132.2,On,1/04/2022,0,7,7.823,0,100,0,0,100,5958.1,3.045,35.52,94.88,88.22,26.13,91.1,8.9,0.1,100,31,0,608.58,0.061,64,4.313,19.05,1/04/2022,Skip,Under Target
142.1279618,-36.74432984,V51,field_map_2022_04_01_000,Timok,6715,24.38,2.165,1,65,132.2,On,1/04/2022,0,7,7.828,0,100,0,0,100,6081.5,3.02,36.05,94.97,91.2,26.24,90.4,9.6,0.1,100,30.1,0,593.86,0.059,64,4.42,19.01,1/04/2022,Skip,Under Target
142.1279837,-36.74432144,V51,field_map_2022_04_01_000,Timok,6716,24.38,2.162,1,65,132.3,On,1/04/2022,0,7,7.815,0,100,0,0,100,6129.3,2.995,35.08,93.28,91.55,26.71,90.1,9.9,0.1,100,30.8,0,609.04,0.061,64,4.31,18.98,1/04/2022,Skip,Under Target
142.1280058,-36.74431304,V51,field_map_2022_04_01_000,Timok,6717,24.38,2.178,1,65,132.4,On,1/04/2022,0,7,7.815,0,100,0,0,100,6098.9,2.975,35.5,93,88.78,26.24,90.2,9.8,0.1,100,30.8,0,610.85,0.061,64,4.297,19.12,1/04/2022,Skip,Under Target
142.1280289,-36.74430654,V51,field_map_2022_04_01_000,Timok,6718,24.38,2.162,1,64,132.4,On,1/04/2022,0,7,7.815,0,100,0,0,100,6142.6,3.1,36.27,95.35,86.83,26.49,90.2,9.8,0.1,100,30.8,0,610.65,0.061,64,4.298,18.98,1/04/2022,Skip,Under Target
142.1280508,-36.74429814,V51,field_map_2022_04_01_000,Timok,6719,24.38,2.162,1,64,132.5,On,1/04/2022,0,7,7.813,0,100,0,0,100,6212.3,3.175,34.9,94.83,88.25,26.69,90.1,9.9,0.1,100,30.8,0,608.18,0.061,64,4.316,18.98,1/04/2022,Skip,Under Target
142.1280717,-36.74428784,V51,field_map_2022_04_01_000,Timok,6720,24.38,2.178,1,65,132.6,On,1/04/2022,0,7,7.825,0,100,0,0,100,6112.1,3.155,34.83,95.25,86.63,26.86,90.3,9.7,0.1,100,30.8,0,600.37,0.06,64,4.372,19.12,1/04/2022,Skip,Under Target
142.1280936,-36.74427954,V51,field_map_2022_04_01_000,Timok,6721,24.38,2.157,1,65,132.6,On,1/04/2022,0,7,7.821,0,100,0,0,100,5981.3,3.135,36.27,95.9,87.42,27.04,91.7,8.3,0.1,100,30.5,0,588.23,0.059,64,4.462,18.94,1/04/2022,Skip,Under Target
142.1281157,-36.74427114,V51,field_map_2022_04_01_000,Timok,6722,24.38,2.178,1,65,132.7,On,1/04/2022,0,7,7.828,0,100,0,0,100,5820.1,3.085,36.67,96.25,84.3,27.04,90.6,9.4,0.1,100,30.6,0,575.38,0.058,64,4.562,19.12,1/04/2022,Skip,Under Target
142.1281379,-36.74426284,V51,field_map_2022_04_01_000,Timok,6723,24.38,2.181,1,65,132.7,On,1/04/2022,0,7,7.823,0,100,0,0,100,5723.6,3.08,35.52,89.95,89.17,27.03,90.5,9.5,0.1,100,30.8,0,578.94,0.058,64,4.534,19.15,1/04/2022,Skip,Under Target
142.1281599,-36.74425464,V51,field_map_2022_04_01_000,Timok,6724,24.38,2.16,1,65,132.7,On,1/04/2022,0,7,7.831,0,100,0,0,100,5680.2,2.99,33.67,91.55,86.65,27.21,90.6,9.4,0.1,100,30.6,0,569.91,0.057,64,4.605,18.97,1/04/2022,Skip,Under Target
142.128182,-36.74424624,V51,field_map_2022_04_01_000,Timok,6725,24.38,2.178,1,65,132.8,On,1/04/2022,0,7,7.833,0,100,0,0,100,5627.5,2.96,35.08,92.15,84.9,27.13,90.8,9.2,0.1,100,30.3,0,566.18,0.057,64,4.636,19.12,1/04/2022,Skip,Under Target
142.1282041,-36.74423794,V51,field_map_2022_04_01_000,Timok,6726,24.38,2.173,1,65,132.8,On,1/04/2022,0,7,7.833,0,100,0,0,100,5641.4,3,35.3,91.42,87.25,27.06,91.3,8.7,0.1,100,31,0,578.19,0.058,64,4.539,19.08,1/04/2022,Skip,Under Target
142.1282262,-36.74422954,V51,field_map_2022_04_01_000,Timok,6727,24.38,2.178,1,65,132.9,On,1/04/2022,0,7,7.834,0,100,0,0,100,5741.5,2.93,35.7,93.13,88.35,27.26,90.8,9.2,0.1,100,30.6,0,569.23,0.057,64,4.611,19.12,1/04/2022,Skip,Under Target
142.1282493,-36.74422304,V51,field_map_2022_04_01_000,Timok,6728,24.38,2.162,1,64,133,On,1/04/2022,0,7,7.839,0,100,0,0,100,5956.9,2.955,38.17,95.4,89.22,27.36,90.4,9.6,0.1,100,30.8,0,581.76,0.058,64,4.512,18.98,1/04/2022,Skip,Under Target
142.1282713,-36.74421444,V51,field_map_2022_04_01_000,Timok,6729,24.38,2.18,1,64,133,On,1/04/2022,0,7,7.846,0,100,0,0,100,6076.4,3.03,36.73,93.65,90.42,27.24,91.4,8.6,0.1,100,31,0,593.85,0.059,64,4.42,19.13,1/04/2022,Skip,Under Target
142.1282933,-36.74420594,V51,field_map_2022_04_01_000,Timok,6730,24.38,2.175,1,64,133.1,On,1/04/2022,0,7,7.846,0,100,0,0,100,6064.8,2.995,37.33,94,87.63,27.47,90.4,9.6,0.1,100,30.8,0,592.31,0.059,64,4.431,19.09,1/04/2022,Skip,Under Target
142.1283154,-36.74419754,V51,field_map_2022_04_01_000,Timok,6731,24.38,2.178,1,64,133.1,On,1/04/2022,0,7,7.847,0,100,0,0,100,6012.7,3.015,36.27,92.03,85.47,27.86,90.6,9.4,0.1,100,30.1,0,582.35,0.058,64,4.507,19.12,1/04/2022,Skip,Under Target
142.1283364,-36.74418734,V51,field_map_2022_04_01_000,Timok,6732,24.38,2.181,1,65,133.1,On,1/04/2022,0,7,7.842,0,100,0,0,100,5880.2,3.025,35.7,96.03,86.63,27.54,90.6,9.4,0.1,100,30.1,0,585.8,0.059,64,4.48,19.15,1/04/2022,Skip,Under Target
142.1283585,-36.74417884,V51,field_map_2022_04_01_000,Timok,6733,24.38,2.183,1,65,133.1,On,1/04/2022,0,7,7.858,0,100,0,0,100,5790.9,3.04,36.23,94.47,86.3,27.58,91.4,8.6,0.1,100,30.3,0,593.31,0.059,64,4.424,19.16,1/04/2022,Skip,Under Target
142.1283806,-36.74417044,V51,field_map_2022_04_01_000,Timok,6734,24.38,2.178,1,65,133.1,On,1/04/2022,0,7,7.86,0,100,0,0,100,5673.6,2.93,35.3,93.7,90.38,27.65,90.6,9.4,0.1,100,30.1,0,584.85,0.058,64,4.488,19.12,1/04/2022,Skip,Under Target
142.1284039,-36.74416384,V51,field_map_2022_04_01_000,Timok,6735,24.38,2.183,1,64,133.2,On,1/04/2022,0,7,7.873,0,100,0,0,100,5568.7,2.875,36.88,95.08,89.75,27.53,90.2,9.8,0.1,100,30.8,0,597.01,0.06,64,4.396,19.16,1/04/2022,Skip,Under Target
142.1284249,-36.74415354,V51,field_map_2022_04_01_000,Timok,6736,24.38,2.186,1,65,133.2,On,1/04/2022,0,7,7.87,0,100,0,0,100,5521.6,2.835,35.67,94.08,91.42,27.78,91.3,8.7,0.1,100,30.5,0,592.67,0.059,64,4.429,19.19,1/04/2022,Skip,Under Target
142.1284481,-36.74414694,V51,field_map_2022_04_01_000,Timok,6737,24.38,2.175,1,64,133.2,On,1/04/2022,0,7,7.873,0,100,0,0,100,5557.9,2.895,36.52,93.8,86.72,27.44,91.5,8.5,0.1,100,30.3,0,582.86,0.058,64,4.503,19.09,1/04/2022,Skip,Under Target
142.1284691,-36.74413674,V51,field_map_2022_04_01_000,Timok,6738,24.38,2.181,1,65,133.2,On,1/04/2022,0,7,7.863,0,100,0,0,100,5508.3,3.07,34.73,92.42,89.25,27.74,91.4,8.6,0.1,100,30.8,0,587.45,0.059,64,4.468,19.15,1/04/2022,Skip,Under Target
142.1284912,-36.74412824,V51,field_map_2022_04_01_000,Timok,6739,24.38,2.183,1,65,133.2,On,1/04/2022,0,7,7.865,0,100,0,0,100,5575.6,3.135,35.42,93.42,84.97,28.21,90.6,9.4,0.1,100,30.3,0,580.78,0.058,64,4.519,19.16,1/04/2022,Skip,Under Target
142.1285134,-36.74411984,V51,field_map_2022_04_01_000,Timok,6740,24.38,2.186,1,65,133.2,On,1/04/2022,0,7,7.878,0,100,0,0,100,5638.1,3.145,34.95,93,88.03,27.89,90.8,9.2,0.1,100,30.6,0,583.63,0.058,64,4.497,19.19,1/04/2022,Skip,Under Target
142.1285356,-36.74411134,V51,field_map_2022_04_01_000,Timok,6741,24.38,2.191,1,65,133.2,On,1/04/2022,0,7,7.884,0,100,0,0,100,5714.9,3.19,34.08,93.65,87,28.38,91.8,8.2,0.1,100,30.5,0,591.9,0.059,64,4.434,19.23,1/04/2022,Skip,Under Target
142.1285578,-36.74410284,V51,field_map_2022_04_01_000,Timok,6742,24.38,2.191,1,65,133.2,On,1/04/2022,0,7,7.889,0,100,0,0,100,5677.8,3.1,33.25,95.47,87.9,29.1,91.8,8.2,0.1,100,31,0,600.13,0.06,64,4.374,19.23,1/04/2022,Skip,Under Target
142.12858,-36.74409444,V51,field_map_2022_04_01_000,Timok,6743,24.38,2.186,1,65,133.2,On,1/04/2022,0,7,7.889,0,100,0,0,100,5599.7,3,31.82,94.45,87.95,29.71,91.1,8.9,0.1,100,30.6,0,586.24,0.059,64,4.477,19.19,1/04/2022,Skip,Under Target
142.1286035,-36.74408774,V51,field_map_2022_04_01_000,Timok,6744,24.38,2.204,1,64,133.2,On,1/04/2022,0,7,7.907,0,100,0,0,100,5622.8,2.84,30.25,95.05,90.08,30.29,90.9,9.1,0.1,100,30.3,0,588.46,0.059,64,4.46,19.34,1/04/2022,Skip,Under Target
142.1286245,-36.74407754,V51,field_map_2022_04_01_000,Timok,6745,24.38,2.181,1,65,133.2,On,1/04/2022,0,7,7.912,0,100,0,0,100,5784,2.64,29.2,96.38,87.72,30.47,90.5,9.5,0.1,100,30.7,0,589.67,0.059,64,4.451,19.15,1/04/2022,Skip,Under Target
142.1286468,-36.74406904,V51,field_map_2022_04_01_000,Timok,6746,24.38,2.199,1,65,133.2,On,1/04/2022,0,7,7.912,0,100,0,0,100,5845.1,2.62,28.18,95.05,93.6,30.33,90.6,9.4,0.1,100,30.6,0,594.41,0.059,64,4.416,19.3,1/04/2022,Skip,Under Target
142.1286691,-36.74406064,V51,field_map_2022_04_01_000,Timok,6747,24.38,2.194,1,65,133.2,On,1/04/2022,0,7,7.912,0,100,0,0,100,5836.2,2.54,29.02,92,95.15,30.25,90.6,9.4,0.1,100,30.8,0,606.07,0.061,64,4.331,19.26,1/04/2022,Skip,Under Target
142.1286914,-36.74405214,V51,field_map_2022_04_01_000,Timok,6748,24.38,2.199,1,65,133.2,On,1/04/2022,0,7,7.91,0,100,0,0,100,5893.1,2.53,31.05,91.35,92.08,29.72,90.9,9.1,0.1,100,30.1,0,596.46,0.06,64,4.4,19.3,1/04/2022,Skip,Under Target
142.1287148,-36.74404554,V51,field_map_2022_04_01_000,Timok,6749,24.38,2.191,1,64,133.2,On,1/04/2022,0,7,7.91,0,100,0,0,100,5926.2,2.505,30.2,94.1,91.2,29.25,90.7,9.3,0.1,100,30.6,0,606.6,0.061,64,4.327,19.23,1/04/2022,Skip,Under Target
142.1287359,-36.74403524,V51,field_map_2022_04_01_000,Timok,6750,24.38,2.194,1,65,133.1,On,1/04/2022,0,7,7.905,0,100,0,0,100,5936.1,2.55,30.6,93.85,89.15,29.17,91.6,8.4,0.1,100,30.8,0,614.17,0.061,64,4.274,19.26,1/04/2022,Skip,Under Target
142.1287581,-36.74402684,V51,field_map_2022_04_01_000,Timok,6751,24.38,2.186,1,65,133.1,On,1/04/2022,0,7,7.908,0,100,0,0,100,5828.7,2.645,29.68,97.2,89.22,28.51,91.5,8.5,0.1,100,31,0,620.89,0.062,64,4.227,19.19,1/04/2022,Skip,Under Target
142.1287804,-36.74401834,V51,field_map_2022_04_01_000,Timok,6752,24.38,2.199,1,65,133.1,On,1/04/2022,0,7,7.916,0,100,0,0,100,5685.1,2.665,30.68,92.67,90.8,28.6,89.4,10.6,0.1,100,30.5,0,596.72,0.06,64,4.398,19.3,1/04/2022,Skip,Under Target
142.1288039,-36.74401174,V51,field_map_2022_04_01_000,Timok,6753,24.38,2.199,1,64,133.1,On,1/04/2022,0,7,7.926,0,100,0,0,100,5544.2,2.66,31.08,95.03,89.6,28.25,90.9,9.1,0.1,100,30.1,0,595.61,0.06,64,4.407,19.3,1/04/2022,Skip,Under Target
142.1288262,-36.74400314,V51,field_map_2022_04_01_000,Timok,6754,24.38,2.204,1,64,133.1,On,1/04/2022,0,7,7.934,0,100,0,0,100,5484.6,2.785,32.6,92.25,87.33,27.63,92.3,7.7,0.1,100,30.6,0,604.02,0.06,64,4.345,19.34,1/04/2022,Good,Under Target
142.1288474,-36.74399274,V51,field_map_2022_04_01_000,Timok,6755,24.38,2.207,1,65,133.1,On,1/04/2022,0,7,7.937,0,100,0,0,100,5397.9,2.91,32.67,91,88.08,27.64,93.5,6.5,0.1,100,30.8,0,606.57,0.061,64,4.327,19.37,1/04/2022,Good,Under Target
142.1288696,-36.74398424,V51,field_map_2022_04_01_000,Timok,6756,24.38,2.191,1,65,133,On,1/04/2022,0,7,7.932,0,100,0,0,100,5289.3,2.955,31.73,92.45,89.78,27.94,94.5,5.5,0.1,100,30.9,0,589.4,0.059,64,4.453,19.23,1/04/2022,Good,Under Target
